timestamp,detection_id,class_name,confidence_percent,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_cam_x,center_cam_y,center_cam_z,map_valid,center_map_x,center_map_y,center_map_z,robot_pos_x,robot_pos_y,robot_pos_z,robot_orient_x,robot_orient_y,robot_orient_z,robot_orient_w,camera_pos_x,camera_pos_y,camera_pos_z,camera_orient_x,camera_orient_y,camera_orient_z,camera_orient_w
2026-06-26T14:59:12.999848,0,Door,78.08,6,22,519,717,-1.2848,0.0612,3.6660,True,-0.6760,-6.2123,1.0714,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:13.004845,1,Door,74.07,832,51,1213,698,1.9007,0.1063,4.9380,True,-3.9513,-5.1931,1.0384,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:13.103506,0,Door,76.90,7,22,519,717,-1.1144,0.0531,3.1840,True,-0.5053,-5.7317,1.1074,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:13.123430,1,Door,74.02,833,52,1211,699,1.9794,0.1158,5.1490,True,-4.1451,-5.3068,1.0203,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:13.250336,0,Door,76.56,833,53,1209,699,2.0174,0.1209,5.2610,True,-4.2450,-5.3695,1.0106,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:13.258460,1,Door,71.39,7,22,520,717,-1.1586,0.0553,3.3150,True,-0.5533,-5.8610,1.0977,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:13.345786,0,Door,73.58,834,54,1209,700,1.9769,0.1233,5.1490,True,-4.1431,-5.3080,1.0128,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:13.352772,1,Door,68.02,7,21,518,716,-1.1780,0.0528,3.3610,True,-0.5672,-5.9090,1.0974,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:13.503606,0,Door,76.37,7,21,519,716,-1.2456,0.0560,3.5590,True,-0.6392,-6.1049,1.0829,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:13.509744,1,Door,74.41,833,55,1209,700,1.9745,0.1258,5.1490,True,-4.1411,-5.3094,1.0102,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:13.631167,0,Door,72.56,835,55,1210,699,1.9404,0.1207,5.0410,True,-4.0467,-5.2473,1.0198,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:13.640109,1,Door,72.27,7,20,519,716,-1.2274,0.0534,3.5070,True,-0.6206,-6.0533,1.0884,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:13.730891,0,Door,75.20,833,53,1211,700,1.8606,0.1136,4.8400,True,-3.8584,-5.1419,1.0351,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:13.740507,1,Door,69.34,7,21,519,717,-1.1602,0.0537,3.3150,True,-0.5520,-5.8621,1.0992,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:13.857973,0,Door,75.63,834,54,1210,700,1.8983,0.1183,4.9380,True,-3.9493,-5.1940,1.0264,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:13.994092,0,Door,75.83,833,54,1210,700,2.0199,0.1260,5.2610,True,-4.2470,-5.3676,1.0055,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:14.001455,1,Door,71.68,8,20,518,716,-1.1445,0.0498,3.2700,True,-0.5360,-5.8175,1.1057,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:14.078526,0,Door,75.15,833,53,1212,700,1.9819,0.1208,5.1490,True,-4.1470,-5.3050,1.0154,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
